lstm,y_true,shift_bl
,0.40529510594031326,0.6824089047429945
,0.40529510594031326,0.6792952665542004
,0.40529510594031326,0.6761816283654062
,0.40529510594031326,0.673067990176612
,0.40529510594031326,0.673067990176612
,0.40529510594031326,0.6699543519878178
,0.40529510594031326,0.6699543519878178
,0.40529510594031326,0.6668407137990237
,0.40529510594031326,0.6668407137990237
,0.40529510594031326,0.6668407137990237
,0.40529510594031326,0.6637270756102295
,0.40529510594031326,0.6637270756102295
,0.40840874412910744,0.6637270756102295
,0.40840874412910744,0.6668407137990237
,0.4115223823179016,0.6668407137990237
,0.4115223823179016,0.6699543519878178
,0.40840874412910744,0.6948634574981712
,0.40840874412910744,0.710431648442142
,0.4115223823179016,0.710431648442142
,0.40840874412910744,0.7042043720645538
,0.40840874412910744,0.7010907338757596
,0.40529510594031326,0.6979770956869654
,0.40840874412910744,0.6948634574981712
,0.40529510594031326,0.6917498193093771
,0.40529510594031326,0.6886361811205829
,0.40529510594031326,0.6886361811205829
,0.40529510594031326,0.6855225429317887
,0.40529510594031326,0.6855225429317887
,0.40529510594031326,0.6824089047429945
,0.40529510594031326,0.6824089047429945
,0.40529510594031326,0.6792952665542004
,0.40529510594031326,0.6792952665542004
,0.40529510594031326,0.6761816283654062
,0.40529510594031326,0.6761816283654062
,0.40529510594031326,0.6761816283654062
,0.40840874412910744,0.673067990176612
,0.40529510594031326,0.673067990176612
,0.40529510594031326,0.673067990176612
,0.40840874412910744,0.673067990176612
,0.40840874412910744,0.6699543519878178
,0.4115223823179016,0.6668407137990237
,0.4115223823179016,0.6637270756102295
,0.4115223823179016,0.6606134374214353
,0.42709057326187244,0.6574997992326411
,0.44577240239463745,0.654386161043847
,0.4644542315274025,0.654386161043847
,0.4800224224713734,0.6512725228550528
,0.4955906134153442,0.6481588846662586
,0.508045166170521,0.6481588846662586
,0.5173860807369034,0.6450452464774644
,0.5236133571144918,0.6419316082886702
,0.5236133571144918,0.6419316082886702
,0.5267269953032858,0.6388179700998761
,0.5267269953032858,0.6388179700998761
,0.5267269953032858,0.6357043319110819
,0.5267269953032858,0.6357043319110819
,0.5267269953032858,0.6357043319110819
,0.5267269953032858,0.6325906937222877
,0.5267269953032858,0.6325906937222877
,0.5267269953032858,0.6325906937222877
,0.52984063349208,0.6357043319110819
,0.5329542716808742,0.6357043319110819
,0.5329542716808742,0.6357043319110819
,0.5360679098696683,0.6388179700998761
,0.5360679098696683,0.6357043319110819
,0.5329542716808742,0.6325906937222877
,0.5329542716808742,0.6325906937222877
,0.52984063349208,0.6294770555334935
,0.5267269953032858,0.6263634173446994
,0.5267269953032858,0.6263634173446994
,0.5236133571144918,0.6232497791559052
,0.5236133571144918,0.6232497791559052
,0.5204997189256976,0.6232497791559052
,0.5204997189256976,0.620136140967111
,0.5173860807369034,0.620136140967111
,0.5173860807369034,0.620136140967111
,0.5173860807369034,0.620136140967111
,0.5142724425481092,0.6170225027783168
,0.5142724425481092,0.6170225027783168
,0.5142724425481092,0.6170225027783168
,0.5142724425481092,0.6170225027783168
,0.5142724425481092,0.6170225027783168
,0.5142724425481092,0.6170225027783168
,0.5142724425481092,0.6170225027783168
,0.5173860807369034,0.620136140967111
,0.5204997189256976,0.620136140967111
,0.5204997189256976,0.6232497791559052
,0.5236133571144918,0.6232497791559052
,0.5236133571144918,0.6232497791559052
,0.5236133571144918,0.620136140967111
,0.5236133571144918,0.620136140967111
,0.5204997189256976,0.6170225027783168
,0.5204997189256976,0.6139088645895227
,0.5173860807369034,0.6139088645895227
,0.5173860807369034,0.6107952264007285
,0.5173860807369034,0.6107952264007285
,0.5173860807369034,0.6107952264007285
,0.5142724425481092,0.6076815882119343
,0.5142724425481092,0.6076815882119343
,0.5142724425481092,0.6045679500231402
,0.5142724425481092,0.6045679500231402
,0.5142724425481092,0.6045679500231402
,0.5142724425481092,0.6045679500231402
,0.5142724425481092,0.6045679500231402
,0.5142724425481092,0.6014543118343461
,0.5142724425481092,0.6014543118343461
,0.5142724425481092,0.6014543118343461
,0.5173860807369034,0.6014543118343461
,0.5173860807369034,0.6045679500231402
,0.5204997189256976,0.6045679500231402
,0.5204997189256976,0.6045679500231402
,0.5204997189256976,0.6045679500231402
,0.5236133571144918,0.6045679500231402
,0.5236133571144918,0.6045679500231402
,0.5236133571144918,0.6014543118343461
,0.5204997189256976,0.6014543118343461
,0.5204997189256976,0.5983406736455519
,0.5204997189256976,0.5983406736455519
,0.5204997189256976,0.5983406736455519
,0.5173860807369034,0.5952270354567577
,0.5173860807369034,0.5952270354567577
,0.5173860807369034,0.5952270354567577
,0.5173860807369034,0.5952270354567577
,0.5173860807369034,0.5952270354567577
,0.5173860807369034,0.5983406736455519
,0.5173860807369034,0.5983406736455519
,0.5173860807369034,0.6045679500231402
,0.5142724425481092,0.6232497791559052
,0.5173860807369034,0.6419316082886702
,0.5173860807369034,0.6481588846662586
,0.5173860807369034,0.6512725228550528
,0.5173860807369034,0.6512725228550528
,0.5173860807369034,0.654386161043847
,0.5204997189256976,0.654386161043847
,0.5204997189256976,0.6574997992326411
,0.5236133571144918,0.6574997992326411
,0.5236133571144918,0.6574997992326411
,0.5236133571144918,0.6574997992326411
,0.5204997189256976,0.6574997992326411
,0.5204997189256976,0.654386161043847
,0.5173860807369034,0.654386161043847
,0.5173860807369034,0.6512725228550528
,0.5173860807369034,0.6512725228550528
,0.5173860807369034,0.6481588846662586
,0.5173860807369034,0.6481588846662586
,0.5142724425481092,0.6481588846662586
,0.5142724425481092,0.6481588846662586
,0.5142724425481092,0.6450452464774644
,0.5142724425481092,0.6450452464774644
,0.5142724425481092,0.6450452464774644
,0.5142724425481092,0.6419316082886702
,0.5142724425481092,0.6419316082886702
,0.5142724425481092,0.6419316082886702
,0.5142724425481092,0.6419316082886702
,0.5142724425481092,0.6419316082886702
,0.5142724425481092,0.6419316082886702
,0.5173860807369034,0.6450452464774644
