========================================
Citation:
Pierre, JP, Dashtian, H, &amp; Young, MH. Texas Soil Observation Network (TxSON).
File Created/Processed: 2026-02-24 15:29:16
========================================
"TOA5","CR1000_1","CR1000","98563","CR1000.Std.32.05","CPU:CR1000_1v3_onswitch.CR1","43335","Hourly_met"
"TIMESTAMP","RECORD","Rain_mm_Tot","AirTC_Avg","RH","WS_ms_S_WVT","WindDir_D1_WVT","SlrW_Avg","ETos","Rso"
"TS","RN","mm","Deg C","%","meters/second","Deg","W/m^2","mm","MJ/m²"
"","","Tot","Avg","Smp","WVc","WVc","Avg","ETXs","Rso"
"2022-10-26 20:00:00",3368,0,17.15,39.72,1.15,195.2,0,0.013,0
"2022-10-26 21:00:00",3369,0,16.08,42.46,1.172,191.3,0,0.011,0
"2022-10-26 22:00:00",3370,0,15.4,41.44,1.588,186.9,0,0.021,0
"2022-10-26 23:00:00",3371,0,15.92,40.93,2.262,177.6,0,0.039,0
"2022-10-27 00:00:00",3372,0,15.27,44.89,2.064,180.6,0,0.032,0
"2022-10-27 01:00:00",3373,0,13.83,51.94,1.487,185.9,0,0.014,0
"2022-10-27 02:00:00",3374,0,12.77,58.84,1.555,197.4,0,0.01,0
"2022-10-27 03:00:00",3375,0,11.98,67.12,1.475,213.4,0,0.004,0
"2022-10-27 04:00:00",3376,0,11.1,72.85,0.673,203.2,0,-0.014,0
"2022-10-27 05:00:00",3377,0,10.76,78.83,0.602,211.8,0,-0.017,0
"2022-10-27 06:00:00",3378,0,11.13,83.7,0.604,204.2,0,-0.018,0.003
"2022-10-27 07:00:00",3379,0,10.84,86.7,0.205,205.3,2.957,0.005,0.323
"2022-10-27 08:00:00",3380,0,12.5,80.1,1.173,200.9,115.5,0.068,1.049
"2022-10-27 09:00:00",3381,0,16.28,74.07,2.719,178.3,324.3,0.189,1.71
"2022-10-27 10:00:00",3382,0,18.3,72.91,3.247,185.5,534.3,0.313,2.219
"2022-10-27 11:00:00",3383,0,20.11,64.51,3.077,182.7,629.8,0.393,2.525
"2022-10-27 12:00:00",3384,0,21.66,55.87,2.925,188.7,741.2,0.487,2.611
"2022-10-27 13:00:00",3385,0,23.02,49.33,3.051,185.1,757.6,0.523,2.446
"2022-10-27 14:00:00",3386,0,23.82,46.27,3.321,183.8,704,0.511,2.057
"2022-10-27 15:00:00",3387,0,24.19,47.45,2.98,182.1,455.6,0.354,1.473
"2022-10-27 16:00:00",3388,0,23.5,50.83,2.578,182.1,135,0.162,0.765
"2022-10-27 17:00:00",3389,0,22.92,55.87,2.752,179.1,56.39,0.079,0.115
"2022-10-27 18:00:00",3390,0,22.16,61.21,2.561,177.1,11.67,0.04,0
"2022-10-27 19:00:00",3391,0,21.01,68.67,2.405,175.2,0,0.025,0
"2022-10-27 20:00:00",3392,0,20.3,73.28,2.393,173.6,0,0.018,0
"2022-10-27 21:00:00",3393,0,19.78,80.6,2.263,175.9,0,0.008,0
"2022-10-27 22:00:00",3394,0,19.22,84.4,2.857,173,0,0.007,0
"2022-10-27 23:00:00",3395,0,18.71,89.4,3.356,175.8,0,0.004,0
"2022-10-28 00:00:00",3396,0,18.01,91.9,3.071,180.2,0,-0.002,0
"2022-10-28 01:00:00",3397,0,17.58,94.2,2.892,181.5,0,-0.007,0
"2022-10-28 02:00:00",3398,0,17.39,95.6,2.967,176.9,0,-0.008,0
"2022-10-28 03:00:00",3399,0,17.35,95.1,3.11,183.3,0,-0.008,0
"2022-10-28 04:00:00",3400,0,17.04,97,3.131,187.7,0,-0.009,0
"2022-10-28 05:00:00",3401,0,17.05,97.7,2.799,196.7,0,-0.012,0
"2022-10-28 06:00:00",3402,12.45,14.07,98.1,2.404,358.4,0.058,-0.013,0.003
"2022-10-28 07:00:00",3403,1.016,13.03,98.5,2.681,0.659,0.433,0.003,0.309
"2022-10-28 08:00:00",3404,0.508,12.07,98.8,2.89,21.78,5.76,0.005,1.027
"2022-10-28 09:00:00",3405,0.254,12.17,97.4,2.323,16.49,83.7,0.044,1.699
"2022-10-28 10:00:00",3406,0,13.08,92.3,1.858,16.66,187.3,0.103,2.216
"2022-10-28 11:00:00",3407,0,13.89,89.1,1.811,18,175.3,0.107,2.526
"2022-10-28 12:00:00",3408,0,14.22,87.7,1.839,1.798,114.3,0.077,2.603
"2022-10-28 13:00:00",3409,0,13.81,88.6,2.805,357.1,67.29,0.054,2.44
"2022-10-28 14:00:00",3410,0,12.97,84.9,3.189,9.48,242.3,0.127,2.052
"2022-10-28 15:00:00",3411,0,14.98,75.04,3.416,5.541,521,0.257,1.464
"2022-10-28 16:00:00",3412,0,15.99,77.12,3.068,357.5,329.4,0.174,0.755
"2022-10-28 17:00:00",3413,0,15.86,76.08,2.989,1.238,186.9,0.097,0.109
"2022-10-28 18:00:00",3414,0,15.14,80.1,2.654,12.39,22.05,0.011,0
"2022-10-28 19:00:00",3415,0,14.21,82.9,2.327,22.54,0,0,0
"2022-10-28 20:00:00",3416,0,13.55,85.5,2.105,16.78,0,-0.003,0
"2022-10-28 21:00:00",3417,0,13.1,86.4,2.488,2.177,0,-0.002,0
"2022-10-28 22:00:00",3418,0,12.67,81.2,3.119,4.822,0,0.003,0
"2022-10-28 23:00:00",3419,0,11.92,82,2.727,7.724,0,0.002,0
"2022-10-29 00:00:00",3420,0,11.7,81.3,3.116,353.8,0,0.006,0
"2022-10-29 01:00:00",3421,0,11.52,83,2.824,356.2,0,0.002,0
"2022-10-29 02:00:00",3422,0,11.43,80.8,3.135,356.6,0,0.005,0
"2022-10-29 03:00:00",3423,0,11.22,84.4,3.205,354.8,0,0.004,0
"2022-10-29 04:00:00",3424,0,10.87,85.6,3.616,352.1,0,0.003,0
"2022-10-29 05:00:00",3425,0,10.56,87.7,3.263,349.9,0,0.001,0
"2022-10-29 06:00:00",3426,0,10.37,85.1,3.197,356.9,0,0,0.002
"2022-10-29 07:00:00",3427,0,10.62,85.4,3.205,356.3,0.805,0.026,0.304
"2022-10-29 08:00:00",3428,0,10.93,84.8,2.769,4.44,53.86,0.047,1.028
"2022-10-29 09:00:00",3429,0,12.18,75.1,3.592,358.3,311.9,0.158,1.705
"2022-10-29 10:00:00",3430,0,13.81,67.74,3.914,1.285,511,0.269,2.23
"2022-10-29 11:00:00",3431,0,14.94,67.86,3.918,356.7,578.1,0.319,2.542
"2022-10-29 12:00:00",3432,0,16.19,63.36,3.539,1.537,649.4,0.369,2.613
"2022-10-29 13:00:00",3433,0,16.34,66.24,3.126,1.247,417.3,0.267,2.444
"2022-10-29 14:00:00",3434,0,16.35,64.21,2.576,3.588,256.1,0.187,2.047
"2022-10-29 15:00:00",3435,0,16.68,62.75,2.849,356,253.8,0.181,1.46
"2022-10-29 16:00:00",3436,0,17.43,59.8,2.204,8.52,237.1,0.142,0.748
"2022-10-29 17:00:00",3437,0,17.44,64.97,1.747,12.55,140.8,0.076,0.104
"2022-10-29 18:00:00",3438,0,15.53,74.83,0.379,20.67,14.22,-0.002,0
"2022-10-29 19:00:00",3439,0,14.24,76.48,0.52,309.9,0,-0.005,0
"2022-10-29 20:00:00",3440,0,12.58,77.15,0.235,300,0.044,-0.011,0
"2022-10-29 21:00:00",3441,0,12.86,81.6,0.451,275.7,0,-0.007,0
"2022-10-29 22:00:00",3442,0,9.72,92.9,0.003,14.14,0,-0.014,0
"2022-10-29 23:00:00",3443,0,9.51,93.3,0.05,278.2,0.006,-0.014,0
"2022-10-30 00:00:00",3444,0,8.76,94.7,0,0,0.006,-0.014,0
"2022-10-30 01:00:00",3445,0,8.36,96,0.006,4.092,0,-0.014,0
"2022-10-30 02:00:00",3446,0,8.5,96,0.004,251.9,0.003,-0.014,0
"2022-10-30 03:00:00",3447,0,7.651,96.7,0.024,14.02,0,-0.013,0
"2022-10-30 04:00:00",3448,0,7.555,97.2,0,0,0.022,-0.013,0
"2022-10-30 05:00:00",3449,0,7.684,97.8,0.004,273,0.003,-0.013,0
"2022-10-30 06:00:00",3450,0,8.23,97.7,0,0,0,-0.014,0.002
"2022-10-30 07:00:00",3451,0,8.46,96.4,0.045,265.1,2.57,0.002,0.295
"2022-10-30 08:00:00",3452,0,9.64,93.7,0.022,33.11,92.3,0.048,1.014
"2022-10-30 09:00:00",3453,0,14.48,72.33,0.709,64.15,306.4,0.164,1.671
"2022-10-30 10:00:00",3454,0,17.28,58.7,2.058,359.4,509.8,0.306,2.201
"2022-10-30 11:00:00",3455,0,18.8,49.61,2.082,358.8,639.1,0.403,2.525
"2022-10-30 12:00:00",3456,0,19.72,46.19,1.741,357.4,738,0.467,2.604
"2022-10-30 13:00:00",3457,0,20.73,42.71,1.514,12,694.2,0.448,2.436
"2022-10-30 14:00:00",3458,0,21.65,47.91,0.942,18.51,678.2,0.437,2.037
"2022-10-30 15:00:00",3459,0,22.07,43.82,0.99,12.82,455.8,0.289,1.448
"2022-10-30 16:00:00",3460,0,22.25,42.17,1.018,16.04,266.7,0.161,0.738
"2022-10-30 17:00:00",3461,0,21.8,45.16,0.653,3.746,147.8,0.062,0.1
"2022-10-30 18:00:00",3462,0,19.68,50.09,0.096,328.6,17.13,-0.029,0
"2022-10-30 19:00:00",3463,0,17.51,63.76,0,0,0,-0.038,0
"2022-10-30 20:00:00",3464,0,14.29,74.09,0.032,285.9,0.003,-0.033,0
"2022-10-30 21:00:00",3465,0,12.58,77.53,0,0,0.047,-0.032,0
"2022-10-30 22:00:00",3466,0,11.44,84.8,0,0,0,-0.031,0
"2022-10-30 23:00:00",3467,0,12.27,68.71,0.027,192,0.43,-0.031,0
"2022-10-31 00:00:00",3468,0,14.86,67.7,0.137,223.6,0,-0.029,0
"2022-10-31 01:00:00",3469,0,15.04,68.38,0.257,223.2,0,-0.026,0
"2022-10-31 02:00:00",3470,0,14.21,77.28,0.112,207.4,0,-0.03,0
"2022-10-31 03:00:00",3471,0,12.61,82,0.044,235.8,0,-0.031,0
"2022-10-31 04:00:00",3472,0,13.88,75.1,0.434,240.3,0.186,-0.021,0
"2022-10-31 05:00:00",3473,0,13.75,76.69,0.184,231.2,0,-0.027,0
"2022-10-31 06:00:00",3474,0,12.83,80.8,0.014,211.4,0,-0.031,0.001
"2022-10-31 07:00:00",3475,0,13.09,81.7,0.13,236.6,0.938,0.003,0.284
"2022-10-31 08:00:00",3476,0,13.63,71.17,0.297,218,62.58,0.044,0.997
"2022-10-31 09:00:00",3477,0,17.02,70.02,0.931,228.5,221.7,0.143,1.661
"2022-10-31 10:00:00",3478,0,20.58,55.62,1.242,213.2,484.8,0.314,2.166
"2022-10-31 11:00:00",3479,0,22.33,45.34,0.791,196.6,648.2,0.424,2.49
"2022-10-31 12:00:00",3480,0,23.19,44.97,0.704,195.8,683.1,0.452,2.573
"2022-10-31 13:00:00",3481,0,23.73,40.22,0.655,171.3,611.5,0.408,2.416
"2022-10-31 14:00:00",3482,0,23.38,39.87,1.129,127.7,349.6,0.267,2.023
"2022-10-31 15:00:00",3483,0,23.85,38.18,0.994,133.9,373.1,0.249,1.439
"2022-10-31 16:00:00",3484,0,23.35,40.66,1.08,93.6,211.1,0.13,0.727
"2022-10-31 17:00:00",3485,0,22.35,45.57,0.97,131.1,92.6,0.039,0.095
"2022-10-31 18:00:00",3486,0,20.9,51.69,0.369,125,14.64,-0.013,0
"2022-10-31 19:00:00",3487,0,19.41,56.75,0.185,114.8,0,-0.026,0
"2022-10-31 20:00:00",3488,0,18.52,62.18,0.137,176.3,0,-0.028,0
"2022-10-31 21:00:00",3489,0,18.03,62.02,0.688,185.4,0,-0.009,0
"2022-10-31 22:00:00",3490,0,17.31,70.02,0.142,203.2,0.416,-0.027,0
"2022-10-31 23:00:00",3491,0,16.3,72.29,1.325,178.9,1.087,-0.002,0
"2022-11-01 00:00:00",3492,0,16.7,76.08,1.951,186.6,0,0.009,0
"2022-11-01 01:00:00",3493,0,15.53,83.4,1.38,202.3,0,-0.005,0
"2022-11-01 02:00:00",3494,0,15.17,84.1,0.69,255.3,0,-0.016,0
"2022-11-01 03:00:00",3495,0,14.87,87,0.223,234.2,0,-0.024,0
"2022-11-01 04:00:00",3496,0,13.97,90.3,0,0,0,-0.028,0
"2022-11-01 05:00:00",3497,0,14.21,88.6,1.341,197.7,0,-0.011,0
"2022-11-01 06:00:00",3498,0,13.83,90.1,0.672,249.8,0,-0.018,0.001
"2022-11-01 07:00:00",3499,0,12.65,93.7,0.488,320.9,0.813,0.004,0.273
"2022-11-01 08:00:00",3500,0,13.68,85.7,0.103,184.3,114.4,0.06,0.974
"2022-11-01 09:00:00",3501,0,17.75,65.61,0.541,119.3,310.7,0.181,1.635
"2022-11-01 10:00:00",3502,0,19.82,64.49,1.882,128.4,481.6,0.311,2.154
"2022-11-01 11:00:00",3503,0,20.16,54.91,2.538,140.4,528.8,0.355,2.467
"2022-11-01 12:00:00",3504,0,21.43,53.79,2.338,125.1,671.9,0.447,2.544
"2022-11-01 13:00:00",3505,0,22.35,50.88,2.038,123.9,732.4,0.492,2.38
"2022-11-01 14:00:00",3506,0,22.95,48.82,1.456,133.5,679.3,0.457,1.989
"2022-11-01 15:00:00",3507,0,22.96,49.43,1.349,138,391.1,0.259,1.408
"2022-11-01 16:00:00",3508,0,22.12,50.44,1.212,146.5,142.2,0.106,0.708
"2022-11-01 17:00:00",3509,0,21.64,52.85,2.423,147.6,118.3,0.106,0.091
"2022-11-01 18:00:00",3510,0,19.37,66.51,1.975,151.2,12.11,0.025,0
"2022-11-01 19:00:00",3511,0,17.61,83.7,1.914,169.9,0,0.005,0
"2022-11-01 20:00:00",3512,0,15.91,89.6,1.662,182.9,0,-0.009,0
"2022-11-01 21:00:00",3513,0,15.1,91.4,1.72,189.1,0,-0.011,0
"2022-11-01 22:00:00",3514,0,15.64,89.3,2.241,192,0,-0.007,0
"2022-11-01 23:00:00",3515,0,15.79,88.8,2.19,191.5,0,-0.006,0
"2022-11-02 00:00:00",3516,0,15.53,91,1.562,193.2,0,-0.011,0
"2022-11-02 01:00:00",3517,0,15.13,93.8,1.399,193.4,0,-0.015,0
"2022-11-02 02:00:00",3518,0,14.7,94.6,0.983,196.9,0,-0.019,0
"2022-11-02 03:00:00",3519,0,14.11,96.3,0.484,227.1,0,-0.024,0
"2022-11-02 04:00:00",3520,0,13.36,97.2,0.005,257.1,0.017,-0.029,0
"2022-11-02 05:00:00",3521,0,13.35,97.8,0,0,0.341,-0.029,0
"2022-11-02 06:00:00",3522,0,13.45,98.3,0.27,172,0.028,-0.026,0.001
"2022-11-02 07:00:00",3523,0,13.37,98.7,0.89,179.1,1.57,0.002,0.262
"2022-11-02 08:00:00",3524,0,13.5,97.9,1.066,190.1,95.2,0.049,0.959
"2022-11-02 09:00:00",3525,0,13.85,95.7,1.646,191.6,157.1,0.084,1.621
"2022-11-02 10:00:00",3526,0,14.42,93,1.818,191.2,200.6,0.112,2.132
"2022-11-02 11:00:00",3527,0,16.32,83.6,1.698,184.2,378.4,0.215,2.433
"2022-11-02 12:00:00",3528,0,19.95,68.28,1.577,156.1,726.7,0.441,2.501
"2022-11-02 13:00:00",3529,0,21.79,65.12,2.295,172.5,640.1,0.412,2.337
"2022-11-02 14:00:00",3530,0,23.41,56.49,2.009,183.8,645.9,0.436,1.949
"2022-11-02 15:00:00",3531,0,24.15,57.06,1.765,203.9,465.4,0.321,1.376
"2022-11-02 16:00:00",3532,0,23.07,63.66,2.057,200.9,200.3,0.14,0.686
"2022-11-02 17:00:00",3533,0,22.09,69.62,2.443,186.5,111,0.081,0.087
"2022-11-02 18:00:00",3534,0,20.59,77.26,1.84,184.6,14.39,0.011,0
"2022-11-02 19:00:00",3535,0,18.98,83.4,0.856,185.8,0,-0.014,0
"2022-11-02 20:00:00",3536,0,19.31,82.6,2.019,177.6,0,0.001,0
"2022-11-02 21:00:00",3537,0,19.07,86,1.867,178.5,0,-0.004,0
"2022-11-02 22:00:00",3538,0,18.91,89.2,1.788,180.4,0,-0.007,0
"2022-11-02 23:00:00",3539,0,19.06,90.1,2.196,181.9,0,-0.006,0
"2022-11-03 00:00:00",3540,0,19.13,92.3,1.998,187.2,0,-0.008,0
"2022-11-03 01:00:00",3541,0,19.03,93.2,2.226,190,0,-0.009,0
"2022-11-03 02:00:00",3542,0,19.2,92.6,1.769,186.9,0,-0.012,0
"2022-11-03 03:00:00",3543,0,19.56,92.1,2.317,186.1,0,-0.008,0
"2022-11-03 04:00:00",3544,0,19.45,91.7,1.925,188.1,0,-0.01,0
"2022-11-03 05:00:00",3545,0,19.56,91.5,1.33,187.2,0,-0.014,0
"2022-11-03 06:00:00",3546,0,19.3,93.2,1.445,184.5,0,-0.014,0
"2022-11-03 07:00:00",3547,0,19.29,93.3,1.794,182.5,0.782,0.01,0.249
"2022-11-03 08:00:00",3548,0,19.69,90.9,2.099,186.8,44.08,0.04,0.925
"2022-11-03 09:00:00",3549,0,21.29,83,2.774,199.3,280.8,0.177,1.57
"2022-11-03 10:00:00",3550,0,22.9,74.82,3.242,199,487.9,0.317,2.072
"2022-11-03 11:00:00",3551,0,23.99,69.43,3.649,197.9,599,0.405,2.376
"2022-11-03 12:00:00",3552,0,24.19,73.68,3.914,199.9,606.9,0.415,2.45
"2022-11-03 13:00:00",3553,0,24.06,72.81,4.129,197.8,562.3,0.383,2.287
"2022-11-03 14:00:00",3554,0,24.27,72.49,4.38,199.4,654.8,0.436,1.905
"2022-11-03 15:00:00",3555,0,24.55,69.05,3.732,193.6,481.2,0.335,1.341
"2022-11-03 16:00:00",3556,0,24.95,66.77,3.081,192.7,253.6,0.196,0.666
"2022-11-03 17:00:00",3557,0,24.79,69.23,3.146,185.2,141.8,0.126,0.083
"2022-11-03 18:00:00",3558,0,23.77,72.23,2.927,186.2,13.41,0.033,0
"2022-11-03 19:00:00",3559,0,23.08,72.89,2.741,178.2,0,0.022,0
"2022-11-03 20:00:00",3560,0,22.42,75.68,2.827,179.6,0,0.021,0
"2022-11-03 21:00:00",3561,0,22.31,82.1,4.304,183.7,0,0.024,0
"2022-11-03 22:00:00",3562,0,21.78,83,5.165,186.3,0,0.022,0
"2022-11-03 23:00:00",3563,0,21.54,84.2,3.858,186.6,0,0.013,0
"2022-11-04 00:00:00",3564,0,21.18,85.3,4.282,185,0,0.014,0
"2022-11-04 01:00:00",3565,0,20.64,87.5,3.718,188.9,0,0.008,0
"2022-11-04 02:00:00",3566,0,20.32,85.9,3.436,192.5,0,0.006,0
"2022-11-04 03:00:00",3567,0,20.22,86.5,3.588,188.9,0,0.008,0
"2022-11-04 04:00:00",3568,0,20.65,89.4,4.059,193.7,0,0.009,0
"2022-11-04 05:00:00",3569,0,20.62,89.6,4.115,197.5,0,0.003,0
"2022-11-04 06:00:00",3570,0,21.07,86,4.114,200.2,0,0.008,0
"2022-11-04 07:00:00",3571,0,21.31,84.8,4.512,197.9,0.496,0.048,0.24
"2022-11-04 08:00:00",3572,0,21.79,82.5,4.419,198.4,81.2,0.093,0.911
"2022-11-04 09:00:00",3573,0,23.09,76.61,4.419,197.6,234.3,0.184,1.552
"2022-11-04 10:00:00",3574,0,24.49,72.04,4.507,197.3,355.1,0.274,2.049
"2022-11-04 11:00:00",3575,0,25.44,67.88,4.162,202.1,360.4,0.299,2.351
"2022-11-04 12:00:00",3576,0,26.75,62.59,3.688,202.6,582.8,0.443,2.426
"2022-11-04 13:00:00",3577,0,27.92,56.79,2.763,210.9,633.1,0.483,2.272
"2022-11-04 14:00:00",3578,0,28.5,52.63,2.093,214.5,618.9,0.474,1.898
"2022-11-04 15:00:00",3579,0,28.58,47.95,1.61,246.5,374.6,0.288,1.341
"2022-11-04 16:00:00",3580,0,28.03,43.54,2.085,258.3,140.1,0.158,0.664
"2022-11-04 17:00:00",3581,0,25.45,37.44,3.073,20.92,104.9,0.154,0.08
"2022-11-04 18:00:00",3582,0,23.58,33.86,3.456,15.13,13.92,0.093,0
"2022-11-04 19:00:00",3583,0,21.4,30.95,3.137,15.08,0,0.079,0
"2022-11-04 20:00:00",3584,0,20,20.52,3.086,38.26,0,0.083,0
"2022-11-04 21:00:00",3585,0,18.52,17.13,3.185,5.412,0,0.087,0
"2022-11-04 22:00:00",3586,0,17.05,19.31,1.445,8.86,0,0.034,0
"2022-11-04 23:00:00",3587,0,14.8,24.29,0.489,24.62,0,-0.013,0
"2022-11-05 00:00:00",3588,0,12.96,23.22,0.161,339.6,0,-0.032,0
"2022-11-05 01:00:00",3589,0,12.53,31.91,0.2,334.2,0,-0.029,0
"2022-11-05 02:00:00",3590,0,10.46,41.69,0.26,133.2,0,-0.024,0
"2022-11-05 03:00:00",3591,0,11.8,26.54,0.716,104.2,0,-0.003,0
"2022-11-05 04:00:00",3592,0,13.69,25.96,1.168,76.9,0,0.016,0
"2022-11-05 05:00:00",3593,0,12.72,33.16,0.405,100.2,0,-0.017,0
"2022-11-05 06:00:00",3594,0,10.73,35.33,0,0,0,-0.039,0
"2022-11-05 07:00:00",3595,0,10.1,46.53,0,155.7,0.644,0.001,0.247
"2022-11-05 08:00:00",3596,0,10.01,33.32,0.13,223.1,62.51,0.042,0.977
"2022-11-05 09:00:00",3597,0,13.96,30.49,1.496,14.51,295.6,0.2,1.667
"2022-11-05 10:00:00",3598,0,16.64,25.36,0.826,16.45,494.9,0.298,2.199
"2022-11-05 11:00:00",3599,0,19.55,21.79,0.703,112.3,644.1,0.399,2.515
"2022-11-05 12:00:00",3600,0,21.83,20.61,0.746,136.6,728.2,0.466,2.59
"2022-11-05 13:00:00",3601,0,23.06,20.53,0.954,182.6,748.6,0.499,2.421
"2022-11-05 14:00:00",3602,0,24.1,16.38,1.021,217.8,700.2,0.476,2.021
"2022-11-05 15:00:00",3603,0,24.85,16.83,1.039,214.9,475.7,0.322,1.424
"2022-11-05 16:00:00",3604,0,24.97,17.65,1.57,212.1,208.3,0.166,0.698
"2022-11-05 17:00:00",3605,0,24.1,19.26,1.691,198.2,116.5,0.108,0.077
"2022-11-05 18:00:00",3606,0,21.84,22.8,0.78,204.1,8.69,0.006,0
"2022-11-05 19:00:00",3607,0,18.88,27.96,0.146,200,0,-0.038,0
"2022-11-05 20:00:00",3608,0,16.9,29.78,0.564,202.4,0,-0.01,0
"2022-11-05 21:00:00",3609,0,15.79,32.19,1.436,199.8,0,0.025,0
"2022-11-05 22:00:00",3610,0,15.49,39.24,1.91,197.1,0,0.035,0
"2022-11-05 23:00:00",3611,0,16.05,48.1,2.264,204.7,0,0.037,0
"2022-11-06 00:00:00",3612,0,15.6,57.15,2.272,209.3,0,0.028,0
"2022-11-06 01:00:00",3613,0,14.76,62.53,2.222,214.1,0,0.019,0
"2022-11-06 02:00:00",3614,0,14.22,63.96,2.391,220.2,0,0.018,0
"2022-11-06 03:00:00",3615,0,13.93,62.37,2.272,224.5,0,0.016,0
"2022-11-06 04:00:00",3616,0,13.51,67.85,1.977,224.2,0,0.012,0
"2022-11-06 05:00:00",3617,0,13.01,84.6,2.048,222.9,0,0.003,0
"2022-11-06 06:00:00",3618,0,12.95,87.8,1.957,218.4,0,-0.006,0
"2022-11-06 07:00:00",3619,0,12.53,91.5,1.69,214.6,0.674,0.012,0.228
"2022-11-06 08:00:00",3620,0,12.95,95.8,1.987,219.3,61.02,0.042,0.915
"2022-11-06 09:00:00",3621,0,15.04,79.88,2.166,213.9,265.4,0.137,1.565
"2022-11-06 10:00:00",3622,0,19.39,58.87,2.138,212.3,484,0.302,2.075
"2022-11-06 11:00:00",3623,0,22.95,42.2,2.348,215.6,630.5,0.446,2.399
"2022-11-06 12:00:00",3624,0,25.23,40.95,2.295,213.8,716.2,0.529,2.478
"2022-11-06 13:00:00",3625,0,26.87,39.26,1.204,204.4,731.5,0.528,2.309
"2022-11-06 14:00:00",3626,0,27.92,36.71,1.537,203.2,675.5,0.508,1.921
"2022-11-06 15:00:00",3627,0,28.25,36.99,1.726,206,464.1,0.365,1.346
"2022-11-06 16:00:00",3628,0,28.46,36.18,1.526,211.8,196.8,0.16,0.654
"2022-11-06 17:00:00",3629,0,27.61,42.07,1.37,197.9,98.5,0.077,0.074
"2022-11-06 18:00:00",3630,0,25.29,54.92,0.541,201.9,10.59,-0.008,0
"2022-11-06 19:00:00",3631,0,22.91,62.96,0.043,201,0,-0.035,0
"2022-11-06 20:00:00",3632,0,21.3,70.77,0.015,197.8,0,-0.035,0
"2022-11-06 21:00:00",3633,0,20.94,74.66,0.255,209.5,0,-0.025,0
"2022-11-06 22:00:00",3634,0,19.93,85.9,0.171,207,0,-0.027,0
"2022-11-06 23:00:00",3635,0,19.8,88.4,0.19,183.3,0,-0.026,0
"2022-11-07 00:00:00",3636,0,20.09,88.7,0.375,194,0,-0.023,0
"2022-11-07 01:00:00",3637,0,20.12,93.4,0.263,197.3,0.017,-0.025,0
"2022-11-07 02:00:00",3638,0,21.01,96.2,1.251,191,0,-0.016,0
"2022-11-07 03:00:00",3639,0,20.78,96.5,1.073,197.3,0,-0.018,0
"2022-11-07 04:00:00",3640,0,20.85,96.8,0.577,186.6,0,-0.022,0
"2022-11-07 05:00:00",3641,0,20.74,96.8,0.197,199.8,0,-0.025,0
"2022-11-07 06:00:00",3642,0,20.53,97.2,0.104,182.8,0,-0.026,0
"2022-11-07 07:00:00",3643,0,20,98.1,0.008,0.814,0.688,0.001,0.214
"2022-11-07 08:00:00",3644,0,19.96,98.5,0.06,230,30.78,0.022,0.871
"2022-11-07 09:00:00",3645,0,21.37,94.7,0.539,154.6,175.5,0.114,1.502
"2022-11-07 10:00:00",3646,0,24.14,81.2,1.81,168.1,369.1,0.25,1.995
"2022-11-07 11:00:00",3647,0,24.09,80.9,2.024,176.9,237.5,0.183,2.298
"2022-11-07 12:00:00",3648,0,26.89,62.61,2.917,176.4,636,0.461,2.375
"2022-11-07 13:00:00",3649,0,27.72,61.25,2.011,193.5,470.5,0.368,2.225
"2022-11-07 14:00:00",3650,0,26.13,76.07,1.602,208.2,196.8,0.175,1.846
"2022-11-07 15:00:00",3651,0.254,22.76,90.8,0.657,201.3,89.1,0.071,1.287
"2022-11-07 16:00:00",3652,0.508,23.58,83.3,0.53,161.9,195.9,0.1,0.62
"2022-11-07 17:00:00",3653,1.27,22.69,83.7,2.188,156.1,88.5,0.035,0.072
"2022-11-07 18:00:00",3654,15.75,21.24,97.7,1.601,133,35.21,0.015,0
"2022-11-07 19:00:00",3655,0,20.65,98.4,0.384,194.7,0,0.001,0
"2022-11-07 20:00:00",3656,0,20.61,98.5,0.138,154.1,0,0.001,0
"2022-11-07 21:00:00",3657,0.254,20.44,98.1,0.681,187.7,0,0.001,0
"2022-11-07 22:00:00",3658,0,20.54,89.2,1.536,179.8,0,0.007,0
"2022-11-07 23:00:00",3659,0,21.05,92.3,1.987,186.4,1.034,0.012,0
"2022-11-08 00:00:00",3660,0,20.22,94.7,0.895,191.8,0.147,0.004,0
"2022-11-08 01:00:00",3661,0,20.45,95,1.822,183.9,0.81,0.006,0
"2022-11-08 02:00:00",3662,0,20.17,94.9,1.761,179.3,0.033,0.006,0
"2022-11-08 03:00:00",3663,0,20.09,94.3,1.542,181.8,0,0.005,0
"2022-11-08 04:00:00",3664,0,19.18,92,1.691,178.8,0,0.009,0
"2022-11-08 05:00:00",3665,0,18.04,94.3,1.688,186.4,0,0.006,0
"2022-11-08 06:00:00",3666,0,17.69,94.5,1.481,187.4,0,0.006,0
"2022-11-08 07:00:00",3667,0,17.22,96.2,0.223,197.9,0.713,0.002,0.208
"2022-11-08 08:00:00",3668,0,17.15,96.9,0.637,204.3,51.27,0.035,0.871
"2022-11-08 09:00:00",3669,0,19.14,86.2,1.387,192.6,260,0.15,1.51
"2022-11-08 10:00:00",3670,0,21.43,79.97,2.303,183.8,462.6,0.286,2.007
"2022-11-08 11:00:00",3671,0,22.86,73.37,2.452,187.7,577.9,0.374,2.309
