,ar_bi_lstm,y_true,shift_bl,ar_lstm,cnn,lstm,bi_lstm
0,0.20807435,0.1591576229671049,0.3331250113187384,0.21975935,0.23643199,0.22389868,0.22304748
1,0.20970531,0.1591576229671049,0.3389239242637929,0.22059277,0.23541816,0.22618505,0.2255821
2,0.21039717,0.1591576229671049,0.3389239242637929,0.22052148,0.23125842,0.22908165,0.22765033
3,0.21149571,0.1591576229671049,0.3389239242637929,0.22031102,0.22794904,0.23150282,0.2285695
4,0.21226627,0.1591576229671049,0.3389239242637929,0.21998769,0.22929132,0.2327444,0.22810194
5,0.2121788,0.1591576229671049,0.3389239242637929,0.21910663,0.23087229,0.23208219,0.2264212
6,0.21289644,0.1591576229671049,0.3447228372088473,0.21876483,0.23867328,0.22951055,0.22430168
7,0.21441454,0.1591576229671049,0.3447228372088473,0.21927342,0.24756289,0.22702256,0.22279817
8,0.21628475,0.1591576229671049,0.3447228372088473,0.22087401,0.24299057,0.22527136,0.22205247
9,0.21686351,0.1591576229671049,0.3447228372088473,0.22152102,0.24041808,0.22526158,0.22256933
10,0.21569045,0.1591576229671049,0.3447228372088473,0.21995857,0.22373925,0.22625065,0.2222532
11,0.21593617,0.1591576229671049,0.3447228372088473,0.21981564,0.22285378,0.22703017,0.22184378
12,0.21379535,0.1591576229671049,0.3447228372088473,0.21866769,0.21916255,0.22606726,0.21970926
13,0.21339883,0.1591576229671049,0.3447228372088473,0.21888565,0.22701125,0.22626273,0.21910453
14,0.20975792,0.1591576229671049,0.3447228372088473,0.21647696,0.22861028,0.2257029,0.21663958
15,0.21021919,0.1591576229671049,0.3447228372088473,0.21720433,0.23020849,0.22724286,0.21844411
16,0.20963699,0.1591576229671049,0.3505217501539017,0.21641907,0.22912006,0.2290491,0.21835087
17,0.21255478,0.1591576229671049,0.3505217501539017,0.21928054,0.22840817,0.23346438,0.22399056
18,0.212143,0.1591576229671049,0.3505217501539017,0.21884844,0.22328068,0.23753203,0.22514336
19,0.2111863,0.1591576229671049,0.3505217501539017,0.21955958,0.2253014,0.23914546,0.22435623
20,0.2109292,0.1591576229671049,0.3505217501539017,0.21998145,0.22165395,0.23798549,0.22330248
21,0.21169467,0.1649565359121593,0.3563206630989562,0.22101583,0.23158818,0.23612252,0.22366008
22,0.21212776,0.1649565359121593,0.3563206630989562,0.2212975,0.23908198,0.23490879,0.22585332
23,0.21339001,0.1649565359121593,0.3563206630989562,0.22202407,0.24100645,0.23618124,0.23037986
24,0.2131407,0.1649565359121593,0.3563206630989562,0.22174828,0.24322475,0.23924005,0.23476261
25,0.21254519,0.1649565359121593,0.3621195760440107,0.22094733,0.23745556,0.2433771,0.2383849
26,0.21265388,0.1649565359121593,0.3621195760440107,0.21990986,0.23874544,0.24723111,0.24070086
27,0.21359918,0.1649565359121593,0.3621195760440107,0.2195875,0.23318474,0.24994756,0.24161628
28,0.21351711,0.1649565359121593,0.3621195760440107,0.21890509,0.2327522,0.25127205,0.24085626
29,0.2132253,0.1649565359121593,0.3679184889890652,0.21773748,0.2356375,0.25082114,0.23891294
30,0.21314615,0.1649565359121593,0.3679184889890652,0.21685165,0.24236679,0.24898072,0.23651797
31,0.21401452,0.1649565359121593,0.3679184889890652,0.21697757,0.24434626,0.24662101,0.23471701
32,0.215464,0.1649565359121593,0.3679184889890652,0.21795373,0.24637409,0.24516045,0.23429555
33,0.21702707,0.1649565359121593,0.3679184889890652,0.21949129,0.2403738,0.24526663,0.23538716
34,0.21833104,0.1649565359121593,0.3679184889890652,0.22101833,0.23017727,0.24736643,0.23745994
35,0.21788059,0.1649565359121593,0.3737174019341195,0.22130945,0.22405696,0.25054738,0.23927002
36,0.2164357,0.1649565359121593,0.3737174019341195,0.22115627,0.22522038,0.25380382,0.24034348
37,0.2115602,0.1649565359121593,0.3737174019341195,0.2179907,0.22849426,0.25455606,0.23715244
38,0.21005197,0.1649565359121593,0.3737174019341195,0.21828668,0.22452891,0.2546866,0.23668616
39,0.21270129,0.1649565359121593,0.3795163148791739,0.22040787,0.23069362,0.2567329,0.24079001
40,0.21144548,0.1649565359121593,0.3795163148791739,0.21966502,0.22857161,0.2586188,0.24151285
