Date,Sat_SM,Ppt,Tair,RH,Windspeed,Winddirection,Srad,Latitude,Longitude
2017-01-01,0.17092115,0.0,15.844095238095237,67.45130952380953,1.5306071428571428,139.18571428571428,99.34244047619049,30.4193,-98.8046
2017-01-02,0.19209906,0.01660714285714286,14.788214285714286,66.7975,1.4428750000000004,154.57142857142858,106.19970238095239,30.4193,-98.8046
2017-01-03,0.13634436,0.01660714285714286,13.791875000000001,64.74654761904762,1.4807142857142856,188.2957142857143,118.04505952380953,30.4193,-98.8046
2017-01-04,0.14114188,0.01660714285714286,11.561178571428572,62.45440476190476,1.3401190476190477,158.68285714285716,116.55666666666669,30.4193,-98.8046
2017-01-05,0.14437358,0.01660714285714286,10.785482142857143,66.99321428571429,1.2753214285714287,190.32999999999998,118.41666666666667,30.4193,-98.8046
2017-01-06,0.09861715,0.01660714285714286,9.112398809523809,70.06541666666666,1.4617142857142855,174.10857142857145,119.55160714285715,30.4193,-98.8046
2017-01-07,0.1666835,0.01660714285714286,6.509886904761905,67.68392857142858,1.3198869047619048,144.32857142857145,131.7977976190476,30.4193,-98.8046
2017-01-08,0.18169822,0.01660714285714286,4.351166666666667,64.86416666666666,1.4499761904761905,158.0,134.79785714285714,30.4193,-98.8046
2017-01-09,0.14892812,0.0,3.921589285714286,64.88821428571428,1.6525059523809524,145.02857142857144,131.32601190476188,30.4193,-98.8046
2017-01-10,0.14995521,0.0,4.732095238095239,65.94482142857143,1.8851904761904759,132.8857142857143,130.7770238095238,30.4193,-98.8046
2017-01-11,0.14222564,0.0,6.649398809523809,66.9902380952381,2.0733035714285712,158.64142857142858,140.1492857142857,30.4193,-98.8046
2017-01-12,0.16433999,0.0,8.475809523809522,67.0110119047619,2.269047619047619,147.57,135.67940476190475,30.4193,-98.8046
2017-01-13,0.093517184,0.0,11.93150595238095,68.93142857142857,2.2844821428571427,171.03428571428572,146.4335714285714,30.4193,-98.8046
2017-01-14,0.14225268,0.0,14.141636904761905,75.08339285714285,2.356458333333333,176.69571428571427,126.06654761904761,30.4193,-98.8046
2017-01-15,0.13685927,0.0830952380952381,16.340970238095238,80.6182738095238,2.3953273809523807,165.63857142857142,107.97958333333331,30.4193,-98.8046
2017-01-16,0.20580314,0.08458333333333333,16.84107142857143,80.99773809523809,2.0812261904761904,136.42285714285714,105.64886904761906,30.4193,-98.8046
2017-01-17,0.03913555,0.12541666666666668,16.04919047619048,82.91345238095239,2.0056964285714285,112.74000000000001,87.24559523809525,30.4193,-98.8046
2017-01-18,0.17387775,0.18589285714285714,14.822386904761904,85.32434523809523,1.750952380952381,133.3114285714286,72.2035119047619,30.4193,-98.8046
2017-01-19,0.22170626,0.18589285714285714,13.858279761904763,85.45476190476191,1.5671726190476192,142.45428571428573,83.76863095238096,30.4193,-98.8046
2017-01-20,0.0931194,0.18589285714285714,12.762309523809524,83.97065476190475,1.3117857142857143,156.55428571428573,90.00351190476191,30.4193,-98.8046
2017-01-21,0.14753851,0.18892857142857142,13.174732142857142,79.06720238095238,1.3801369047619048,183.35857142857142,103.03505952380954,30.4193,-98.8046
2017-01-22,0.20700222,0.10583333333333333,12.963767857142857,71.24255952380952,1.4937261904761905,209.5014285714286,122.44869047619048,30.4193,-98.8046
2017-01-23,0.19363983,0.1043452380952381,12.388583333333331,68.6289880952381,1.6106309523809526,240.06,131.12202380952382,30.4193,-98.8046
2017-01-24,0.19097772,0.06351190476190476,13.316208333333334,64.13720238095239,1.5883809523809524,262.22857142857146,152.19982142857143,30.4193,-98.8046
2017-01-25,0.19687483,0.003035714285714286,14.000886904761904,56.03815476190476,1.6420238095238096,265.5285714285714,168.31952380952382,30.4193,-98.8046
2017-01-26,0.18309063,0.003035714285714286,12.81857142857143,54.16464285714285,1.4776071428571427,238.8442857142857,171.11392857142854,30.4193,-98.8046
2017-01-27,0.118295,0.003035714285714286,11.554595238095237,53.526428571428575,1.5458630952380954,209.8457142857143,161.5172619047619,30.4193,-98.8046
2017-01-28,0.17395939,0.0,10.408398809523812,52.91511904761905,1.3869702380952382,218.6457142857143,170.80738095238095,30.4193,-98.8046
2017-01-29,0.1806612,0.0,9.508583333333334,54.79494047619048,1.102345238095238,226.0885714285714,172.68785714285715,30.4193,-98.8046
2017-01-30,0.15188526,0.0,9.421154761904761,53.42511904761905,1.0859583333333334,232.1885714285714,174.62142857142857,30.4193,-98.8046
2017-01-31,0.090466894,0.0,8.462148809523809,53.29035714285715,1.057720238095238,234.26,178.51833333333335,30.4193,-98.8046
2017-02-01,0.17824353,0.0,8.594505952380953,56.452202380952386,1.1138273809523809,213.28857142857143,183.50142857142856,30.4193,-98.8046
2017-02-02,0.01758852,0.0,9.258083333333333,55.50244047619048,1.1852559523809525,205.62428571428572,180.71648809523813,30.4193,-98.8046
2017-02-03,0.16762967,0.0,9.637011904761906,56.21,1.3389107142857142,201.89714285714285,175.0040476190476,30.4193,-98.8046
2017-02-04,0.14007019,0.0,9.861863095238094,60.54315476190476,1.3424345238095239,175.34,152.09333333333333,30.4193,-98.8046
2017-02-05,0.1288727,0.0,11.226214285714283,65.56154761904762,1.5582678571428572,156.04,139.33535714285713,30.4193,-98.8046
2017-02-06,0.16209297,0.0,12.526505952380953,70.91732142857143,1.7608988095238094,147.8114285714286,121.62714285714287,30.4193,-98.8046
2017-02-07,0.14737622,0.0,13.700303571428572,72.57000000000001,1.6888392857142858,156.58285714285714,118.53142857142858,30.4193,-98.8046
2017-02-08,0.16320586,0.0,13.85685119047619,71.15904761904763,1.6955357142857144,168.94,117.56773809523808,30.4193,-98.8046
2017-02-09,0.1725894,0.0,14.218095238095236,69.2260119047619,1.6888452380952381,184.97428571428574,124.97535714285713,30.4193,-98.8046
2017-02-10,0.14612353,0.0,15.425494047619045,70.06428571428572,1.716940476190476,209.35714285714286,140.01130952380953,30.4193,-98.8046
2017-02-11,0.14418224,0.0,17.138345238095237,68.54869047619049,1.9147083333333332,222.61428571428573,162.68970238095238,30.4193,-98.8046
2017-02-12,0.11073774,0.0,17.452988095238094,66.87017857142857,1.8322023809523809,193.71142857142854,161.73684523809524,30.4193,-98.8046
2017-02-13,0.1550954,0.0045238095238095246,17.15959523809524,64.2560119047619,1.776363095238095,176.20000000000002,158.6439285714286,30.4193,-98.8046
2017-02-14,0.12453434,0.20869047619047618,15.768244047619048,67.43678571428572,1.8230714285714285,183.77142857142857,147.06898809523813,30.4193,-98.8046
2017-02-15,0.21134785,0.20869047619047618,14.682880952380952,69.25136904761904,1.7956845238095236,141.97714285714287,150.7220238095238,30.4193,-98.8046
2017-02-16,0.08870845,0.20869047619047618,14.114113095238096,72.62404761904762,1.7749642857142856,156.02,149.1524404761905,30.4193,-98.8046
2017-02-17,0.21362689,0.20869047619047618,13.856380952380954,71.34446428571428,1.702511904761905,157.3057142857143,157.75113095238095,30.4193,-98.8046
2017-02-18,0.19004866,0.20869047619047618,13.36610119047619,69.32220238095238,1.5381309523809523,161.87714285714287,161.2650595238095,30.4193,-98.8046
2017-02-19,0.15138766,0.28125,13.63967261904762,69.59392857142858,1.6659821428571429,183.12285714285713,163.5157738095238,30.4193,-98.8046
2017-02-20,0.19868803,0.33113095238095236,13.36544642857143,70.7104761904762,1.5093630952380952,208.27714285714282,180.34470238095238,30.4193,-98.8046
2017-02-21,0.16381283,0.12696428571428572,14.235249999999999,65.81392857142858,1.4167023809523809,207.89142857142858,200.4777976190476,30.4193,-98.8046
2017-02-22,0.14975674,0.12696428571428572,15.341625000000002,65.56380952380952,1.3920178571428572,243.35714285714286,203.09999999999997,30.4193,-98.8046
2017-02-23,0.1492593,0.12696428571428572,16.90140476190476,63.850119047619046,1.5287261904761904,241.8142857142857,208.32636904761904,30.4193,-98.8046
2017-02-24,0.18296878,0.12696428571428572,17.40710119047619,62.04845238095238,1.415142857142857,258.07142857142856,212.12351190476193,30.4193,-98.8046
2017-02-25,0.17394921,0.12696428571428572,16.371136904761904,59.493809523809524,1.483660714285714,230.35142857142858,216.10005952380953,30.4193,-98.8046
2017-02-26,0.14533634,0.05440476190476191,15.148053571428571,59.714999999999996,1.3043154761904763,237.1657142857143,206.56696428571428,30.4193,-98.8046
2017-02-27,0.16651155,0.0,15.809720238095236,60.7097619047619,1.3639523809523808,227.02285714285716,201.77130952380952,30.4193,-98.8046
2017-02-28,0.13547848,0.0,16.544541666666667,65.57892857142858,1.574,208.50857142857143,178.76214285714286,30.4193,-98.8046
2017-03-01,0.16052122,0.0,16.49115476190476,64.45988095238094,1.635184523809524,172.62714285714287,179.6088095238095,30.4193,-98.8046
2017-03-02,0.1379854,0.0,15.029,63.578809523809525,1.5229940476190476,152.35142857142858,180.11130952380952,30.4193,-98.8046
2017-03-03,0.15574381,0.0,13.89852380952381,63.59375,1.5629642857142858,121.96571428571428,171.77934523809523,30.4193,-98.8046
2017-03-04,0.14739265,0.04672619047619048,14.29560119047619,69.1572619047619,1.573559523809524,132.20000000000002,139.29958333333335,30.4193,-98.8046
2017-03-05,0.16509663,0.05119047619047619,14.796363095238096,70.61154761904761,1.593184523809524,131.38571428571427,143.3945238095238,30.4193,-98.8046
2017-03-06,0.018452892,0.05119047619047619,14.914755952380952,70.67940476190476,1.873970238095238,132.78571428571428,147.58625,30.4193,-98.8046
2017-03-07,0.18123896,0.05119047619047619,14.54564880952381,67.87970238095238,1.845202380952381,105.25571428571428,157.31095238095236,30.4193,-98.8046
2017-03-08,0.16914348,0.05119047619047619,14.708505952380952,69.06017857142857,1.8420833333333333,120.12285714285714,139.2173214285714,30.4193,-98.8046
2017-03-09,0.14470556,0.05119047619047619,16.28857142857143,74.17404761904763,2.045488095238095,138.27,117.35779761904762,30.4193,-98.8046
2017-03-10,0.1294942,0.08142857142857143,17.584761904761905,79.16654761904762,1.9516666666666664,139.8842857142857,114.88952380952381,30.4193,-98.8046
2017-03-11,0.13021095,0.03767857142857143,18.203988095238095,79.80958333333332,1.895422619047619,139.61285714285714,127.10940476190477,30.4193,-98.8046
2017-03-12,0.14422241,0.03470238095238095,17.347083333333334,79.98642857142856,1.9525535714285713,113.51,125.80678571428572,30.4193,-98.8046
