Station,Model,Features,Offset,R2,MSE,MAE,MAPE,SMAPE,RSE,CORR
Station6,LSTM,SWC_10_Ppt,2,0.9559894003671434,0.0010139996338194217,0.010137442359220402,72888933646.48335,5.333922765075032,0.2097870339960422,0.9784265570557695
