TIMESTAMP,Rain_mm_Tot,AirTC_Avg,RH,WS_ms_S_WVT,WindDir_D1_WVT,SlrW_Avg,ETos,Rso
2023-10-07 10:00:00,0.0,16.29,45.2,2.219,41.67,509.7,0.323,2.568
2023-10-07 10:00:00,0.0,16.29,45.2,2.219,41.67,509.7,0.323,2.568
