model,config,label,params,output_horizon,season,rmse,mae,mape,corr,features
arima,31,ARIMA | Horizon=48 | Season=All,"{'d': 1, 'p': 2, 'q': 0, 'seasonal': True}",48,All,0.08345708159499099,0.06989023692342912,0.4224819157016357,,
arima,31,ARIMA | Horizon=72 | Season=All,"{'d': 1, 'p': 2, 'q': 0, 'seasonal': True}",72,All,0.08345708159499099,0.06989023692342912,0.4224819157016357,,
arima,31,ARIMA | Horizon=168 | Season=All,"{'d': 1, 'p': 2, 'q': 0, 'seasonal': True}",168,All,0.08345708159499099,0.06989023692342912,0.4224819157016357,,
arima,32,ARIMA | Horizon=48 | Season=All,"{'d': 1, 'p': 2, 'q': 0, 'seasonal': False}",48,All,0.08345708159499099,0.06989023692342912,0.4224819157016357,,
arima,32,ARIMA | Horizon=72 | Season=All,"{'d': 1, 'p': 2, 'q': 0, 'seasonal': False}",72,All,0.08345708159499099,0.06989023692342912,0.4224819157016357,,
arima,32,ARIMA | Horizon=168 | Season=All,"{'d': 1, 'p': 2, 'q': 0, 'seasonal': False}",168,All,0.08345708159499099,0.06989023692342912,0.4224819157016357,,
arima,33,ARIMA | Horizon=48 | Season=All,"{'d': 1, 'p': 2, 'q': 1, 'seasonal': True}",48,All,0.08345708159499099,0.06989023692342912,0.4224819157016357,,
arima,33,ARIMA | Horizon=72 | Season=All,"{'d': 1, 'p': 2, 'q': 1, 'seasonal': True}",72,All,0.08345708159499099,0.06989023692342912,0.4224819157016357,,
arima,33,ARIMA | Horizon=168 | Season=All,"{'d': 1, 'p': 2, 'q': 1, 'seasonal': True}",168,All,0.08345708159499099,0.06989023692342912,0.4224819157016357,,
arima,34,ARIMA | Horizon=48 | Season=All,"{'d': 1, 'p': 2, 'q': 1, 'seasonal': False}",48,All,0.08345708159499099,0.06989023692342912,0.4224819157016357,,
arima,34,ARIMA | Horizon=72 | Season=All,"{'d': 1, 'p': 2, 'q': 1, 'seasonal': False}",72,All,0.08345708159499099,0.06989023692342912,0.4224819157016357,,
arima,34,ARIMA | Horizon=168 | Season=All,"{'d': 1, 'p': 2, 'q': 1, 'seasonal': False}",168,All,0.08345708159499099,0.06989023692342912,0.4224819157016357,,
arima,35,ARIMA | Horizon=48 | Season=All,"{'d': 1, 'p': 2, 'q': 2, 'seasonal': True}",48,All,0.08346211711037138,0.06989526019903798,0.42251018774891796,-0.037654276699945255,
arima,35,ARIMA | Horizon=72 | Season=All,"{'d': 1, 'p': 2, 'q': 2, 'seasonal': True}",72,All,0.08346211711037138,0.06989526019903798,0.42251018774891796,-0.037654276699945255,
arima,35,ARIMA | Horizon=168 | Season=All,"{'d': 1, 'p': 2, 'q': 2, 'seasonal': True}",168,All,0.08346211711037138,0.06989526019903798,0.42251018774891796,-0.037654276699945255,
arima,36,ARIMA | Horizon=48 | Season=All,"{'d': 1, 'p': 2, 'q': 2, 'seasonal': False}",48,All,0.08346211711037138,0.06989526019903798,0.42251018774891796,-0.037654276699945255,
arima,36,ARIMA | Horizon=72 | Season=All,"{'d': 1, 'p': 2, 'q': 2, 'seasonal': False}",72,All,0.08346211711037138,0.06989526019903798,0.42251018774891796,-0.037654276699945255,
arima,36,ARIMA | Horizon=168 | Season=All,"{'d': 1, 'p': 2, 'q': 2, 'seasonal': False}",168,All,0.08346211711037138,0.06989526019903798,0.42251018774891796,-0.037654276699945255,
