Station,Model,Features,Offset,MSE,MAE,MAPE,SMAPE,RSE,CORR
Station6,LSTM,SWC_10_Ppt_RainFlag,168,0.025124391300818668,0.12962533955326178,2551185192908.6245,56.18245063435532,0.8443413619008238,0.5359240922929174
Station6,LSTM,SWC_10_Ppt_RainFlag,168,0.026533682592296694,0.1240975517934499,1447085777262.487,54.70852958350625,0.8676989164071879,0.5236174074906781
