Station,Model,Features,Offset,MSE,MAE,MAPE,SMAPE,RSE,CORR
Station6,LSTM,SWC_10_Wy,168,0.02602377334141314,0.13289783228782523,2341870583379.594,56.3567538065089,0.8552703688040205,0.5420343872153295
