Station,Model,Features,Offset,Epoch,Loss,Validation Loss
Station6,LSTM,SWC_10_YearSin,168,1,0.01907869428396225,0.016462650150060654
Station6,LSTM,SWC_10_YearSin,168,2,0.0181399155408144,0.016263844445347786
Station6,LSTM,SWC_10_YearSin,168,3,0.017394667491316795,0.01653170771896839
Station6,LSTM,SWC_10_YearSin,168,4,0.01685134507715702,0.015002047643065453
Station6,LSTM,SWC_10_YearSin,168,5,0.016048595309257507,0.014442634768784046
Station6,LSTM,SWC_10_YearSin,168,6,0.01536282617598772,0.015084640122950077
Station6,LSTM,SWC_10_YearSin,168,7,0.014709072187542915,0.014440754428505898
Station6,LSTM,SWC_10_YearSin,168,8,0.01469065248966217,0.014114825055003166
Station6,LSTM,SWC_10_YearSin,168,9,0.014743323437869549,0.01513046957552433
Station6,LSTM,SWC_10_YearSin,168,10,0.014671639539301395,0.015904271975159645
